,player_name,position,team_display,opponent,prop_type,sportsbook,line,price,model_prediction,sigma,p_win_pct,edge_pct,roi_pct,kelly_pct,stake,recommendation
31,Khalil Mack,TE,PHI,NYJ,Receiving Yards,SimBook,30,-110,106.61368496927219,42.65000848486248,96.37793390948302,43.99698152853063,83.99423746355849,2,20,BET
32,Saquon Barkley,TE,PHI,NYJ,Receiving Yards,SimBook,30,-110,106.61368496927219,42.65000848486248,96.37793390948302,43.99698152853063,83.99423746355849,2,20,BET
33,Tyler Boyd,TE,PHI,NYJ,Receiving Yards,SimBook,30,-110,106.61368496927219,42.65000848486248,96.37793390948302,43.99698152853063,83.99423746355849,2,20,BET
34,Travis Etienne,RB,JAX,KC,Receiving Yards,SimBook,30,-110,106.18866913630971,42.65000848486248,96.29802648362345,43.91707410267106,83.84168692328113,2,20,BET
35,Jaylen Warren,RB,PIT,SEA,Receiving Yards,SimBook,30,-110,106.1326550178369,42.65000848486248,96.28738858276236,43.906436201809974,83.82137820345541,2,20,BET
36,George Kittle,TE,KC,JAX,Receiving Yards,SimBook,30,-110,106.12172667389311,42.65000848486248,96.28531022067463,43.90435783972224,83.81741042128792,2,20,BET
37,Travis Kelce,TE,KC,JAX,Receiving Yards,SimBook,30,-110,106.12172667389311,42.65000848486248,96.28531022067463,43.90435783972224,83.81741042128792,2,20,BET
38,Tyler Lockett,WR,SEA,PIT,Receiving Yards,SimBook,30,-110,106.06571255542028,42.65000848486248,96.27464247508605,43.89369009413366,83.79704472516427,2,20,BET
39,Christian McCaffrey,RB,SF,TB,Receiving Yards,SimBook,30,-110,105.4936298274177,42.65000848486248,96.1642512299812,43.78329884902882,83.5862978026914,2,20,BET
40,Courtland Sutton,WR,TB,SF,Receiving Yards,SimBook,30,-110,105.29280244016786,42.65000848486248,96.12487204921112,43.743919668258734,83.51111936667579,2,20,BET
41,Hunter Henry,RB,TB,SF,Receiving Yards,SimBook,30,-110,105.29280244016786,42.65000848486248,96.12487204921112,43.743919668258734,83.51111936667579,2,20,BET
42,Mike Evans,WR,TB,SF,Receiving Yards,SimBook,30,-110,105.29280244016786,42.65000848486248,96.12487204921112,43.743919668258734,83.51111936667579,2,20,BET
43,Tony Pollard,RB,TB,SF,Receiving Yards,SimBook,30,-110,105.29280244016786,42.65000848486248,96.12487204921112,43.743919668258734,83.51111936667579,2,20,BET
44,Brian Robinson,FLEX,WAS,ARI,Receiving Yards,SimBook,30,-110,104.08186056860563,42.65000848486248,95.88039227297753,43.49943989202515,83.04438524841167,2,20,BET
